"h2","h2.upper","h2.lower","concentration_um","drug"
0.74662526500971,0.870763374657789,0.622487155361631,0.03125,"Moxidectin"
0.804288625588421,0.907276439161395,0.701300812015448,0.0625,"Moxidectin"
0.861729734774128,0.939412560620116,0.78404690892814,0.125,"Moxidectin"
0.841567469573233,0.92845627111903,0.754678668027437,0.25,"Moxidectin"
0.820661159718761,0.916805308462148,0.724517010975374,0.5,"Moxidectin"
0.772144842358455,0.887390564189085,0.656899120527824,1,"Moxidectin"
0,0.0136985810795134,-0.0136985810795134,0,"Milbemycin"
0,0.0136467205672332,-0.0136467205672332,0.00097,"Milbemycin"
0,0.0136737801688597,-0.0136737801688597,0.0019,"Milbemycin"
0,0.0137524351101423,-0.0137524351101423,0.0156,"Milbemycin"
0,0.0133352972750193,-0.0133352972750193,0.03125,"Milbemycin"
0.0646129020469047,0.119819755241572,0.00940604885223729,0.0625,"Milbemycin"
0.437341724472082,0.602786081009549,0.271897367934615,0.25,"Milbemycin"
0.695983629634846,0.835071308564802,0.556895950704891,0.5,"Milbemycin"
0.72083048930515,0.852969016357156,0.588691962253144,1,"Milbemycin"
0.305551350441072,0.452403831689033,0.15869886919311,0.0039,"Milbemycin"
0,0.0143030556179735,-0.0143030556179735,0.0078,"Milbemycin"
0.00674310015669802,0.0260250307882564,-0.0125388304748603,0.125,"Milbemycin"
0,0.0439791564090305,-0.0439791564090305,0,"Levamisole"
0.0726999024313302,0.163844701528337,-0.018444896665677,0.136,"Levamisole"
0.193377613623236,0.335361806717925,0.0513934205285478,0.273,"Levamisole"
0.156854677125895,0.286939266456631,0.0267700877951584,0.546,"Levamisole"
0.146037113494728,0.270382041050738,0.0216921859387172,1.09,"Levamisole"
0.735064404126543,0.872517124173651,0.597611684079435,2.1875,"Levamisole"
0.755527400801741,0.885951733207211,0.625103068396271,4.375,"Levamisole"
0.935963237674162,0.977486033761809,0.894440441586514,8.75,"Levamisole"
0.850370127483621,0.939099265103095,0.761640989864146,17.5,"Levamisole"
0.862850881939486,0.944984410967694,0.780717352911278,35,"Levamisole"
0.798844930442573,0.910930468642237,0.686759392242909,70,"Levamisole"
0.87142034849905,0.950202965878871,0.79263773111923,140,"Levamisole"
0,0.0447085494547624,-0.0447085494547624,0,"Pyrantel"
0,0.0429579332951715,-0.0429579332951715,0.292,"Pyrantel"
0.0296358134554576,0.0955004918691894,-0.0362288649582741,0.585,"Pyrantel"
0.0520046090687997,0.131472954329624,-0.0274637361920249,1.17,"Pyrantel"
0.000527056817463545,0.0447110205060076,-0.0436569068710805,2.34,"Pyrantel"
0.0849995125420837,0.182550071467436,-0.0125510463832687,4.68,"Pyrantel"
0.0495121511230762,0.127002339124946,-0.0279780368787934,9.375,"Pyrantel"
0.538571555690815,0.721391205288114,0.355751906093516,18.75,"Pyrantel"
0.453300307743216,0.640645409214894,0.265955206271539,37.5,"Pyrantel"
0.503763194650903,0.689282516456039,0.318243872845768,75,"Pyrantel"
0.589243224129122,0.764227218623891,0.414259229634352,150,"Pyrantel"
0.87968380506576,0.953008389181502,0.806359220950019,300,"Pyrantel"
0,0.0450249942701075,-0.0450249942701075,0.00097,"Emodepside"
0,0.0419123197778661,-0.0419123197778661,0.00195,"Emodepside"
0,0.0425256559556827,-0.0425256559556827,0.0039,"Emodepside"
0,0.0425462951899948,-0.0425462951899948,0.0078,"Emodepside"
0.14514972695933,0.269118981471906,0.0211804724467543,0.0156,"Emodepside"
0.689762230947712,0.84253243399602,0.536992027899405,0.0312,"Emodepside"
0.870313823069655,0.948367852546894,0.792259793592416,0.0625,"Emodepside"
0.982925159730712,0.994428904892997,0.971421414568426,0.125,"Emodepside"
0.9931224622475,0.997827856623031,0.98841706787197,0.25,"Emodepside"
0.997682724450515,0.999296108488714,0.996069340412315,0.5,"Emodepside"
0.988037144032052,0.996264246579537,0.979810041484566,1,"Emodepside"
0,0.04635621044792,-0.04635621044792,0,"Emodepside"
0,0.0444082012111721,-0.0444082012111721,0,"Closantel"
0.137203425418807,0.257649117001734,0.016757733835879,0.097,"Closantel"
0.213236215737239,0.363049886357965,0.0634225451165137,0.195,"Closantel"
0.155689928819514,0.288320742732848,0.0230591149061798,0.39,"Closantel"
0.279225845832501,0.445618520997995,0.112833170667007,0.78,"Closantel"
0.211159987778116,0.35907848434187,0.0632414912143616,1.56,"Closantel"
0.913285259016233,0.967808888038764,0.858761629993702,6.25,"Closantel"
0.948593221013955,0.982136460234824,0.915049981793085,12.5,"Closantel"
0.953471501574604,0.984053964597465,0.922889038551743,25,"Closantel"
0.9530562911977,0.983994214486505,0.922118367908896,50,"Closantel"
0.960047257011304,0.98663224219195,0.933462271830657,100,"Closantel"
0.424070059439803,0.610677770934537,0.237462347945069,3.125,"Closantel"
